시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
유치원,보성초등학교 병설유치원,제주특별자치도 서귀포시 대정읍 추사로55번길 6-1,제주특별자치도 서귀포시 대정읍 보성리 1629-1,33.24993808,126.2758449,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,무릉초등학교,제주특별자치도 서귀포시 대정읍 서삼중로 106,제주특별자치도 서귀포시 대정읍 무릉리 2802,33.27282519,126.2014269,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,무릉초등학교 병설유치원,제주특별자치도 서귀포시 대정읍 서삼중로 106,제주특별자치도 서귀포시 대정읍 무릉리 2802,33.27282519,126.2014269,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,강정초등학교,제주특별자치도 서귀포시 말질로 188,제주특별자치도 서귀포시 강정동 4550,33.23500897,126.4786657,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,강정초등학교 병설유치원,제주특별자치도 서귀포시 말질로 188,제주특별자치도 서귀포시 강정동 4550,33.23500897,126.4786657,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,하원초등학교,제주특별자치도 서귀포시 월평하원로 149,제주특별자치도 서귀포시 하원동 323-1,33.25334293,126.4594523,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,하원초등학교 병설유치원,제주특별자치도 서귀포시 월평하원로 149,제주특별자치도 서귀포시 하원동 323-1,33.25334293,126.4594523,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,온평초등학교,제주특별자치도 서귀포시 성산읍 일주동로 4740,제주특별자치도 서귀포시 성산읍 온평리 1577,33.40844659,126.8972158,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,온평초등학교 병설유치원,제주특별자치도 서귀포시 성산읍 일주동로 4740,제주특별자치도 서귀포시 성산읍 온평리 1577,33.40844659,126.8972158,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,시흥초등학교,제주특별자치도 서귀포시 성산읍 시흥상동로 113,제주특별자치도 서귀포시 성산읍 시흥리 1214-4,33.47972349,126.8949188,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,시흥초등학교 병설유치원,제주특별자치도 서귀포시 성산읍 시흥상동로 113,제주특별자치도 서귀포시 성산읍 시흥리 1214-4,33.47972349,126.8949188,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,신산초등학교,제주특별자치도 서귀포시 성산읍 일주동로 5104,제주특별자치도 서귀포시 성산읍 신산리 963,33.38162136,126.8755684,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,신산초등학교 병설유치원,제주특별자치도 서귀포시 성산읍 일주동로 5104,제주특별자치도 서귀포시 성산읍 신산리 963,33.38162136,126.8755684,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,표선초등학교,제주특별자치도 서귀포시 표선면 표선동서로 293,제주특별자치도 서귀포시 표선면 표선리 456,33.32994427,126.834314,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,표선초등학교 병설유치원,제주특별자치도 서귀포시 표선면 표선동서로 293,제주특별자치도 서귀포시 표선면 표선리 456,33.32994427,126.834314,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,가마초등학교,제주특별자치도 서귀포시 표선면 일주동로6285번길 8,제주특별자치도 서귀포시 표선면 세화리 1538-3,33.30594577,126.7994893,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,신례초등학교,제주특별자치도 서귀포시 남원읍 중산간동로 7116,제주특별자치도 서귀포시 남원읍 신례리 822-1,33.28468832,126.6317123,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,신례초등학교 병설유치원,제주특별자치도 서귀포시 남원읍 중산간동로 7116,제주특별자치도 서귀포시 남원읍 신례리 822-1,33.28468832,126.6317123,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,안덕초등학교,제주특별자치도 서귀포시 안덕면 화순로56번길 32,제주특별자치도 서귀포시 안덕면 화순리 1290,33.25026576,126.3367729,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,안덕초등학교 병설유치원,제주특별자치도 서귀포시 안덕면 화순로56번길 32,제주특별자치도 서귀포시 안덕면 화순리 1290,33.25026576,126.3367729,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,덕수초등학교,제주특별자치도 서귀포시 안덕면 덕수서로 10,제주특별자치도 서귀포시 안덕면 덕수리 2379-3,33.25195977,126.3042902,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,서호초등학교,제주특별자치도 서귀포시 신월동로30번길 8-7,제주특별자치도 서귀포시 서호동 1421-5,33.26409477,126.5094401,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
유치원,서호초등학교 병설유치원,제주특별자치도 서귀포시 신월동로30번길 8-7,제주특별자치도 서귀포시 서호동 1421-5,33.26409477,126.5094401,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
초등학교,태흥초등학교,제주특별자치도 서귀포시 남원읍 태위로 915,제주특별자치도 서귀포시 남원읍 태흥리 970-3,33.28622541,126.7434137,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,태흥초등학교 병설유치원,제주특별자치도 서귀포시 남원읍 태위로 915,제주특별자치도 서귀포시 남원읍 태흥리 970-3,33.28622541,126.7434137,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,성산초등학교,제주특별자치도 서귀포시 성산읍 한도로 217,제주특별자치도 서귀포시 성산읍 성산리 333,33.4683629,126.931864,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,성산초등학교 병설유치원,제주특별자치도 서귀포시 성산읍 한도로 217,제주특별자치도 서귀포시 성산읍 성산리 333,33.4683629,126.931864,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,동홍초등학교,제주특별자치도 서귀포시 동홍북로 17,제주특별자치도 서귀포시 동홍동 614-5,33.26064367,126.5697459,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,법환초등학교,제주특별자치도 서귀포시 이어도로 879,제주특별자치도 서귀포시 법환동 1244-3,33.23773943,126.5088334,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,법환초등학교 병설유치원,제주특별자치도 서귀포시 이어도로 879,제주특별자치도 서귀포시 법환동 1244-3,33.23773943,126.5088334,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,보목초등학교,제주특별자치도 서귀포시 마소물로8번길 9,제주특별자치도 서귀포시 보목동 891,33.24504279,126.5996175,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,보목초등학교 병설유치원,제주특별자치도 서귀포시 마소물로8번길 9,제주특별자치도 서귀포시 보목동 891,33.24504279,126.5996175,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,토평초등학교,제주특별자치도 서귀포시 토평로 43,제주특별자치도 서귀포시 토평동 1442-1,33.27038846,126.5890683,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,토평초등학교 병설유치원,제주특별자치도 서귀포시 토평로 43,제주특별자치도 서귀포시 토평동 1442-1,33.27038846,126.5890683,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,풍천초등학교,제주특별자치도 서귀포시 성산읍 풍천로 18,제주특별자치도 서귀포시 성산읍 신천리 603,33.34927869,126.8501638,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,풍천초등학교 병설유치원,제주특별자치도 서귀포시 성산읍 풍천로 18,제주특별자치도 서귀포시 성산읍 신천리 603,33.34927869,126.8501638,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,성신유치원,제주특별자치도 서귀포시 성산읍 고성오조로 120,제주특별자치도 서귀포시 성산읍 오조리 61-19,33.45397374,126.9136181,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,해성유치원,제주특별자치도 서귀포시 중앙로150번길 17,제주특별자치도 서귀포시 동홍동 1379,33.25990273,126.5611599,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
특수학교,서귀포온성학교,제주특별자치도 서귀포시 516로 447-10,제주특별자치도 서귀포시 상효동 1291-2,33.29104917,126.5930174,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
어린이집,아이사랑어린이집,제주특별자치도 서귀포시 대정읍 상모이교로 59,제주특별자치도 서귀포시 대정읍 상모리 2658-1,33.22651574,126.2714057,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,아이세상어린이집,제주특별자치도 서귀포시 대정읍 상모이교로 59,제주특별자치도 서귀포시 대정읍 상모리 2658-1,33.22651574,126.2714057,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,대정어린이집,제주특별자치도 서귀포시 대정읍 비행장로35번길 8,제주특별자치도 서귀포시 대정읍 상모리 4132-1,33.2205253,126.2570263,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,표선원광어린이집,제주특별자치도 서귀포시 표선면 표선관정로 81-8,제주특별자치도 서귀포시 표선면 표선리 721,33.32602749,126.8295629,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,한사랑어린이집,제주특별자치도 서귀포시 상효로 141,제주특별자치도 서귀포시 상효동 897,33.27170313,126.5967511,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
어린이집,에벤에셀어린이집,제주특별자치도 서귀포시 동홍로99번길 17,제주특별자치도 서귀포시 동홍동 531-3,33.25685796,126.5664913,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,동화나라어린이집,제주특별자치도 서귀포시 동홍동로 32,제주특별자치도 서귀포시 동홍동 78-3,33.25796607,126.5751383,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,은현어린이집,제주특별자치도 서귀포시 동홍중앙로52번길 33,제주특별자치도 서귀포시 동홍동 475-2,33.25551531,126.5756032,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,샘터어린이집,제주특별자치도 서귀포시 중산간동로 8178,제주특별자치도 서귀포시 서홍동 1780-1,33.26296348,126.5429139,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,토담어린이집,제주특별자치도 서귀포시 하논로 11,제주특별자치도 서귀포시 서홍동 1132-9,33.25368114,126.5479479,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,예사랑어린이집,제주특별자치도 서귀포시 서호상로 9,제주특별자치도 서귀포시 서호동 681,33.25823534,126.5205033,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,예일어린이집,제주특별자치도 서귀포시 중산간서로 20,제주특별자치도 서귀포시 강정동 108-10,33.26144561,126.5083192,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,동산밭어린이집,제주특별자치도 서귀포시 열리로 49,제주특별자치도 서귀포시 상예동 1192-3,33.24719995,126.3930531,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,슬기샘어린이집,제주특별자치도 서귀포시 중문상로69번길 8,제주특별자치도 서귀포시 중문동 1647-3,33.25449507,126.4256703,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,보목어린이집,제주특별자치도 서귀포시 보목로 85-2,제주특별자치도 서귀포시 보목동 711,33.24107413,126.6018278,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
어린이집,도순원광어린이집,제주특별자치도 서귀포시 일주서로 341,제주특별자치도 서귀포시 도순동 802-1,33.25229604,126.4719787,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,도순초등학교,제주특별자치도 서귀포시 도순남로 83,제주특별자치도 서귀포시 도순동 353-1,33.2475799,126.477227,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,남원유치원,제주특별자치도 서귀포시 남원읍 남한로 27,제주특별자치도 서귀포시 남원읍 남원리 156,33.28169098,126.7169784,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,예원유치원,제주특별자치도 서귀포시 동홍중앙로 28,제주특별자치도 서귀포시 동홍동 119-2,33.25314107,126.5719801,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,토산초등학교,제주특별자치도 서귀포시 표선면 토산중앙로 68-9,제주특별자치도 서귀포시 표선면 토산리 515,33.31257557,126.7772676,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
유치원,토산초등학교 병설유치원,제주특별자치도 서귀포시 표선면 토산중앙로 68-9,제주특별자치도 서귀포시 표선면 토산리 515,33.31257557,126.7772676,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
초등학교,가파초등학교,제주특별자치도 서귀포시 대정읍 가파로67번길 45,제주특별자치도 서귀포시 대정읍 가파리 464,33.16916683,126.2698834,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
유치원,가파초등학교 병설유치원,제주특별자치도 서귀포시 대정읍 가파로67번길 45,제주특별자치도 서귀포시 대정읍 가파리 464,33.16916683,126.2698834,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
유치원,성모유치원,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 1,제주특별자치도 서귀포시 안덕면 화순리 1140-2,33.25014866,126.3342623,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,성산원광어린이집,제주특별자치도 서귀포시 성산읍 고성중앙로 76-5,제주특별자치도 서귀포시 성산읍 고성리 1090-2,33.44889962,126.9117812,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,은지어린이집,제주특별자치도 서귀포시 안덕면 일주서로 1870,제주특별자치도 서귀포시 안덕면 덕수리 628-1,33.25124097,126.3185316,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,서귀어린이집,제주특별자치도 서귀포시 중앙로41번길 10,제주특별자치도 서귀포시 서귀동 311-11,33.24818325,126.5605952,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,한울어린이집,제주특별자치도 서귀포시 서홍로 82,제주특별자치도 서귀포시 서홍동 1255-1,33.25524017,126.5534692,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,명성어린이집,제주특별자치도 서귀포시 중앙로 233,제주특별자치도 서귀포시 서홍동 211-2,33.26523649,126.5580532,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,서호어린이집,제주특별자치도 서귀포시 막동산로 16,제주특별자치도 서귀포시 서호동 352-1,33.25706294,126.5237598,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,법환어린이집,제주특별자치도 서귀포시 법환로71번길 10,제주특별자치도 서귀포시 강정동 445-4,33.23908982,126.5087448,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,에덴어린이집,제주특별자치도 서귀포시 대포복개로 71,제주특별자치도 서귀포시 대포동 1526-3,33.24501495,126.4335119,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,초록사과어린이집,제주특별자치도 서귀포시 천제연로207번길 21,제주특별자치도 서귀포시 중문동 1665-4,33.25365325,126.4269074,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,의귀어린이집,제주특별자치도 서귀포시 남원읍 한신로199번길 32,제주특별자치도 서귀포시 남원읍 의귀리 1522-1,33.31233722,126.7132532,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,표선어린이집,제주특별자치도 서귀포시 표선면 표선관정로 16,제주특별자치도 서귀포시 표선면 표선리 1664-2,33.32884264,126.8236819,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,남제주별어린이집,제주특별자치도 서귀포시 남원읍 남원체육관로 253,제주특별자치도 서귀포시 남원읍 남원리 1284-6,33.28016087,126.7124032,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,또또어린이집,제주특별자치도 서귀포시 중산간동로 8002,제주특별자치도 서귀포시 동홍동 1684,33.26534693,126.5606471,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,성읍어린이집,제주특별자치도 서귀포시 표선면 성읍민속로 55-18,제주특별자치도 서귀포시 표선면 성읍리 1028-2,33.38090843,126.7988326,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
국제학교,KIS(한국국제학교),제주특별자치도 서귀포시 대정읍 글로벌에듀로260번길 8,제주특별자치도 서귀포시 대정읍 구억리 1126,33.28864617,126.2872199,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
국제학교,NLCS JeJu(노스런던컬리지잇스쿨),제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 33,제주특별자치도 서귀포시 대정읍 구억리 1069,33.29684267,126.2918094,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
국제학교,BHA(브랭섬홀아시아),제주특별자치도 서귀포시 대정읍 글로벌에듀로 234,제주특별자치도 서귀포시 대정읍 구억리 1121,33.28997179,126.2872649,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,무지개어린이집,제주특별자치도 서귀포시 516로 94,제주특별자치도 서귀포시 토평동 2319-1,33.26191486,126.5831095,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,동남어린이집,제주특별자치도 서귀포시 성산읍 고성오조로113번길 18,제주특별자치도 서귀포시 성산읍 고성리 1212-1,33.45309507,126.9118839,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
국제학교,세인트존스베리아카데미,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,제주특별자치도 서귀포시 대정읍 구억리 1159,33.28529333,126.2843128,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,공립중흥S-클래스어린이집,제주특별자치도 서귀포시 대청로 12,제주특별자치도 서귀포시 강정동 195,33.25232429,126.5004883,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,Y,,,2022-12-01
어린이집,꿈동산어린이집,제주특별자치도 서귀포시 남원읍 태위로20번길 22,제주특별자치도 서귀포시 남원읍 위미리 4183-9,33.27038304,126.6499605,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
어린이집,샘어린이집,제주특별자치도 서귀포시 대정읍 에듀시티로 84,제주특별자치도 서귀포시 대정읍 보성리 2410,33.28816873,126.2819973,제주특별자치도 자치경찰단 교통정보센터,제주서귀포경찰서,N,,,2022-12-01
