"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000242,건입동 공영주차장,공영,노외,,제주특별자치도 제주시 건입동 1190-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000243,삼도119센터 서북측 공영주차장,공영,노외,,제주특별자치도 제주시 삼도2동 1227-15,4,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000244,공항부지 동측 용해로 인근 공영주차장,공영,노외,,제주특별자치도 제주시 용담3동 995-1,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000245,일도2동 신산머루 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 1029-22,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000246,일도2동 신산머루 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 1029-32,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000247,아라동 도시계획주차장 공영주차장,공영,노외,,제주특별자치도 제주시 아라2동 941-7,11,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000248,건입동 부지매입 공영주차장,공영,노외,,제주특별자치도 제주시 건입동 659-3,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000249,삼도1동 부지매입 공영주차장,공영,노외,,제주특별자치도 제주시 삼도1동 499-3,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000250,삼도2동공영주차장,공영,노외,,제주특별자치도 제주시 삼도2동 1158-23,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000251,건입동공영주차장,공영,노외,,제주특별자치도 제주시 건입동 1188,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000252,이호동공영주차장,공영,노외,,제주특별자치도 제주시 이호2동 796-2,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000253,미원 옆 공영주차장,공영,노외,,제주특별자치도 제주시 이도1동 1782-12,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000254,동주민센터 뒤 공영주차장,공영,노외,,제주특별자치도 제주시 건입동 1189-10,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000255,현대아파트 동측 공영주차장,공영,노외,,"제주특별자치도 제주시 건입동933-3, 923, 925-1, 927-1",54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000256,일도이동 공영주차장,공영,노외,,제주특별자치도 제주시 일도2동 1033-3,3,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000257,이호 오도 공영주차장,공영,노외,,제주특별자치도 제주시 이호2동 1081,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000258,이도일동 공영주차장,공영,노외,,"제주특별자치도 제주시 이도1동 1701-6, 1701-14",10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000259,삼도이동 공영주차장,공영,노외,,"제주특별자치도 제주시 삼도2동 1260-4, 1260-10",10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000260,이호이동 공영주차장,공영,노외,,제주특별자치도 제주시 이호2동 1018-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000261,노형동 947 주차장(흘천주차장),공영,노외,,제주특별자치도 제주시 노형동 947,81,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000262,이도일동 공영주차장,공영,노외,,제주특별자치도 제주시 이도1동 1555 외1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000263,구좌읍 공영주차장,공영,노외,,"제주특별자치도 제주시 구좌읍 평대리 3351, -1",70,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000264,구좌읍 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 3641-1,69,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000265,구좌읍 공영주차장,공영,노외,,"제주특별자치도 제주시 구좌읍 김녕리 492, -1, 493-3",79,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000266,구좌읍 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 월정리 555-2,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000267,애월읍 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀2리 1892-1,23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000268,금능해수욕장 서측 공영주차장,공영,노외,,제주특별자치도 제주시 한림읍 금능리 1428,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000269,한림공원 맞은편 공영주차장,공영,노외,,제주특별자치도 제주시 한림읍 금능리 2016,100,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000270,관서 서측 공영주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 611-1,36,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000271,우도면 공영주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 317-1,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000272,우도면 공영주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 682-1,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000273,신촌교회 남측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 신촌리 2542-1,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000274,조천어촌계 항구 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 신촌리 2714-5,150,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000275,조천도서관 북측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 921-3,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000276,함덕해수욕장 공영주차장,공영,노외,,"제주특별자치도 제주시 조천읍 함덕리 1002-83, 1004-5, 6",223,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000277,추자항 공영주차장,공영,노외,,"제주특별자치도 제주시 추자면 대서리 4-21, 39",23,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000278,신양항 공영주차장,공영,노외,,제주특별자치도 제주시 추자면 신양리 434-10,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000279,신창초등학교 북측 공영주차장,공영,노외,,제주특별자치도 제주시 한경면 신창리 232-2,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000280,우도박물관 공영주차장,공영,노외,,제주특별자치도 제주시 우도면 연평리 1457,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000281,함덕오일시장 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 972-7,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000282,한림오일시장 공영주차장,공영,노외,,제주특별자치도 제주시 한림읍 대림리 1717-2,144,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000283,한림운동장 서측 공영주차장,공영,노외,,제주특별자치도 제주시 한림읍 한림리 905-35,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000284,애월읍 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 고내리 461-1,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000285,하귀1지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 149-5,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000286,하귀1지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 149-3,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000287,하귀2지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 146-1,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000288,하귀3지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 144-1,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000289,하귀4지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 123-10,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000290,하귀5지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 118-1,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000291,하귀6지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 176-3,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000292,하귀7지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 195-2,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000293,하귀8지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 197-7,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000294,하귀9지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 235-4,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000295,하귀10지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 238-4,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000296,하귀11지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 165-4,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000297,하귀12지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 162-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000298,하귀13지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 160-4,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000299,하귀14지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 200-3,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000300,하귀15지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 158-2,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000301,하귀16지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 156-5,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000302,하귀17지구 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 하귀1리 155-10,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000303,새마을금고 뒤 공영주차장,공영,노외,,"제주특별자치도 제주시 한림읍 한림리 1304-10,11,1287-7",31,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000304,한수풀문화센터 공영주차장,공영,노외,,"제주특별자치도 제주시 한림읍 한림리 1389-2, 4, 7, 1446-10",29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000305,조천비석거리 남동측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 조천리 2489,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000306,조천비석거리 남동측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 조천리 2496,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000307,함덕 알뜰주유소 북측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-57,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000308,대명리조트 북측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-24,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000309,세화2리사무소 앞 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리1507-1,89,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000310,용암해수산업단지 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 한동리 4849-7,214,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000311,선샤인 호텔 인근 공영주차장,공영,노외,,"제주특별자치도 제주시 조천읍 함덕리 1024-2,3",20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000312,세화민속오일장 인근 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 세화리 1491-2,43,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000313,월정리 해변 주변 공영주차장,공영,노외,,제주특별자치도 제주시 구좌읍 행원리 1537-32,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000314,금성사거리 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 금성리 599-4,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000315,판포삼거리 공영주차장,공영,노외,,제주특별자치도 제주시 한경면 판포리 2863,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000316,함덕해수욕장 동측 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 216,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000317,신흥리 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 신흥리 530-8,77,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000318,고내리 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 고내리 834-4,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000319,신촌리 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 신촌리 2415-1,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000320,구엄리 공영주차장,공영,노외,,제주특별자치도 제주시 애월읍 구엄리 1136,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000321,조천읍 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-26,6,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
405-2-000322,조천읍 공영주차장,공영,노외,,제주특별자치도 제주시 조천읍 함덕리 272-14,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,제주특별자치도 제주시청,,,,2023-04-13
